Company,Ticker,Strengths,Risks,PE,EPS,ROE,DebtEquity,RevenueGrowth,Score,Recommendation
Nila Spaces Limited,NILASPACES.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",33.2,0.5,0.13663,62.622,0.322,-2,SELL
Nilkamal Limited,NILKAMAL.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']",19.804258,69.99,0.071279995,35.718,0.178,-2,SELL
NINtec Systems Limited,NINSYS.NS,"['Fair valuation', 'High profitability', 'Strong revenue growth']",['High debt risk'],25.332914,15.92,0.47384998,2.589,0.23,1,SELL
Indo-National Limited,NIPPOBATRY.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-12.76,-0.02226,36.972,0.073,-3,SELL
Niraj Cement Structurals Limited,NIRAJ.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']",10.264483,3.97,0.09782,1.296,0.244,0,SELL
Niraj Ispat Industries Limited,NIRAJISPAT.NS,['Low valuation'],"['Stock appears undervalued', 'ROE data missing', 'Debt data missing', 'Revenue growth data missing']",8.45197,24.36,,,,2,HOLD
Nitco Limited,NITCO.NS,['Strong revenue growth'],"['PE data missing', 'ROE data missing', 'High debt risk']",,-61.82,,101.391,0.648,-1,SELL
Nitin Spinners Limited,NITINSPIN.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']",10.698888,29.69,0.12905,66.856,-0.076,-1,SELL
Nitiraj Engineers Limited,NITIRAJ.NS,"['Fair valuation', 'Low debt', 'Strong revenue growth']",['Weak profitability'],24.800793,7.58,0.09665,0.028,0.305,1,SELL
Niva Bupa Health Insurance Company Limited,NIVABUPA.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",150.68,0.5,0.0241,6.577,0.137,-3,SELL
NK Industries Limited,NKIND.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Declining revenues']",,-9.67,,,-0.576,-1,SELL
NLC India Limited,NLCINDIA.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']",13.14729,19.01,0.1238,104.679,0.142,1,SELL
NMDC Limited,NMDC.NS,"['Low valuation', 'High profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']",10.339174,7.99,0.23085,11.21,0.297,3,HOLD
NOCIL Limited,NOCIL.NS,[],"['Stock may be overvalued', 'Weak profitability', 'Moderate debt level', 'Declining revenues']",41.45623,3.77,0.0356,0.527,-0.136,-3,SELL
Noida Toll Bridge Company Limited,NOIDATOLL.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'Debt data missing']",,-12.09,-2.7885501,,0.064,-1,SELL
Norben Tea & Exports Limited,NORBTEAEXP.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-0.77,-0.04586,42.932,-0.269,-4,SELL
Northern Arc Capital Limited,NORTHARC.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']",19.803616,12.73,0.08036,281.813,0.081,-3,SELL
Nova Agritech Limited,NOVAAGRI.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']",13.79078,2.82,0.12157,23.31,0.117,1,SELL
Network People Services Technologies Limited,NPST.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']",97.79305,13.82,0.11071,1.639,-0.301,-4,SELL
N R Agarwal Industries Limited,NRAIL.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",38.917274,12.33,0.027,92.625,0.225,-3,SELL
NRB Bearing Limited,NRBBEARING.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']",28.851421,9.49,0.09884,13.631,0.079,-3,SELL
Nupur Recyclers Limited,NRL.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']",31.27174,1.84,0.10967,11.462,-0.047,-4,SELL
Nalwa Sons Investments Limited,NSIL.NS,['Low debt'],"['Stock may be overvalued', 'Weak profitability', 'Declining revenues']",132.80933,49.3,0.00151,0.003,-0.586,-2,SELL
NMDC Steel Limited,NSLNISP.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-4.5,-0.09648,40.766,1.227,-2,SELL
NTPC Limited,NTPC.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk'],17.350107,18.68,0.13104,127.753,0.002,-2,SELL
NTPC Green Energy Limited,NTPCGREEN.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",112.0241,0.83,0.044660002,115.845,0.215,-3,SELL
Nucleus Software Exports Limited,NUCLEUS.NS,"['Fair valuation', 'High profitability', 'Slow revenue growth']",['Moderate debt level'],15.040052,61.17,0.20602,0.93,0.056,2,HOLD
Nureca Limited,NURECA.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",69.47562,4.1,0.02088,2.713,0.21,-3,SELL
Nuvama Wealth Management Limited,NUVAMA.NS,"['Fair valuation', 'High profitability', 'Slow revenue growth']",['High debt risk'],27.017004,55.28,0.29478002,237.583,0.055,0,SELL
Nuvoco Vistas Corporation Limited,NUVOCO.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",48.244125,7.66,0.030280001,63.213,0.083,-4,SELL
FSN E-Commerce Ventures Limited,NYKAA.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",720.69446,0.36,0.07422,97.748,0.251,-3,SELL
Oriental Aromatics Limited,OAL.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",103.72413,2.9,0.014880001,60.196,0.146,-3,SELL
Orissa Bengal Carrier Limited,OBCL.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-0.03,-0.00074,62.946,0.081,-3,SELL
Oberoi Realty Limited,OBEROIRLTY.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],27.380253,61.38,0.1416,18.083,0.348,-1,SELL
OCCL Limited,OCCLLTD.NS,['Low valuation'],"['Stock appears undervalued', 'ROE data missing', 'Debt data missing', 'Revenue growth data missing']",13.97486,7.16,,,,2,HOLD
Odigma Consultancy Solutions Limited,ODIGMA.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'Debt data missing']",235.57143,0.14,0.0071799997,,0.494,-1,SELL
Oracle Financial Services Software Limited,OFSS.NS,"['Fair valuation', 'High profitability', 'Low debt', 'Slow revenue growth']",[],28.635075,271.59,0.32889998,0.461,0.069,3,HOLD
Oil India Limited,OIL.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']",10.968137,36.72,0.11196,58.174,0.158,1,SELL
Oil Country Tubular Limited,OILCOUNTUB.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-8.29,-0.19785,11.362,-0.551,-4,SELL
Ola Electric Mobility Limited,OLAELEC.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-5.24,-0.41777,71.879,-0.432,-4,SELL
Olectra Greentech Limited,OLECTRA.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",71.260796,17.37,0.13527,32.542,0.254,-2,SELL
Omax Autos Limited,OMAXAUTO.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']",20.049406,5.06,0.03446,22.535,0.123,-2,SELL
Omaxe Limited,OMAXE.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Declining revenues']",,-35.62,,,-0.176,-1,SELL
Om Freight Forwarders Limited,OMFREIGHT.NS,['Low valuation'],"['Stock appears undervalued', 'ROE data missing', 'High debt risk', 'Declining revenues']",14.866769,6.53,,14.352,-0.124,-1,SELL
OM INFRA LIMITED,OMINFRAL.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",37.05283,2.65,0.03237,14.074,-0.481,-5,SELL
Omkar Speciality Chemicals Limited,OMKARCHEM.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Declining revenues']",,-3.67,,,-0.492,-1,SELL
Onelife Capital Advisors Limited,ONELIFECAP.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-3.05,-0.1129,128.135,-0.522,-4,SELL
One Point One Solutions Limited,ONEPOINT.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",42.08696,1.38,0.0913,12.498,0.134,-3,SELL
Onesource Specialty Pharma Limited,ONESOURCE.NS,[],"['Stock may be overvalued', 'ROE data missing', 'High debt risk', 'Declining revenues']",480.93924,3.62,,21.928,-0.314,-4,SELL
Oil & Natural Gas Corporation Limited,ONGC.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']",8.05945,29.1,0.10977,43.805,-0.003,-1,SELL
OnMobile Global Limited,ONMOBILE.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",71.36585,0.82,0.01303,12.156,-0.009,-5,SELL
Onward Technologies Limited,ONWARDTEC.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk'],15.291992,17.98,0.18664,16.959,0.129,-1,SELL
Optiemus Infracom Limited,OPTIEMUS.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']",63.597954,7.81,0.11208,32.446,-0.122,-4,SELL
Orbit Exports Limited,ORBTEXP.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']",13.47507,14.44,0.13694,3.749,-0.032,-1,SELL
Orchasp Limited,ORCHASP.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",148.0,0.02,0.03787,14.047,0.644,-3,SELL
Orchid Pharma Limited,ORCHPHARMA.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",73.68115,10.35,0.04196,22.107,-0.131,-5,SELL
Oricon Enterprises Limited,ORICONENT.NS,[],"['Stock may be overvalued', 'Weak profitability', 'Moderate debt level', 'Declining revenues']",35.105263,1.71,0.020399999,0.892,-0.773,-3,SELL
Oriental Trimex Limited,ORIENTALTL.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']",4.6685085,1.81,0.14477,2.914,0.15,1,SELL
Orient Bell Limited,ORIENTBELL.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",60.382885,4.44,0.020680001,11.857,0.03,-4,SELL
Orient Cement Limited,ORIENTCEM.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']",11.47185,14.92,0.16078,3.507,0.183,1,SELL
ORIENT CERATECH LIMITED,ORIENTCER.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",30.401407,1.42,0.05959,16.058,0.621,-3,SELL
Orient Electric Limited,ORIENTELEC.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']",42.9058,4.14,0.12949,17.073,0.064,-3,SELL
Oriental Hotels Limited,ORIENTHOT.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",36.79856,2.78,0.074099995,27.132,0.111,-3,SELL
Orient Press Limited,ORIENTLTD.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-2.83,-0.043169998,91.587,0.023,-3,SELL
Orient Paper & Industries Limited,ORIENTPPR.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-1.19,-0.01538,16.377,-0.04,-4,SELL
Orient Technologies Limited,ORIENTTECH.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],28.128654,11.97,0.15151,6.129,0.223,-1,SELL
The Orissa Minerals Development Company Limited,ORISSAMINE.NS,['Slow revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']",,-64.49,,,0.074,0,SELL
Orkla India Limited,ORKLAINDIA.NS,['Slow revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']",31.526617,19.16,,2.462,0.049,-3,SELL
ORTIN GLOBAL LIMITED,ORTINGLOBE.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-1.16,-0.53488,71.56,-0.733,-4,SELL
Osia Hyper Retail Limited,OSIAHYPER.NS,"['Low valuation', 'Slow revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']",10.635036,1.37,0.07067,39.501,0.05,-1,SELL
Oswal Agro Mills Limited,OSWALAGRO.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'Debt data missing', 'Revenue growth data missing']",6.07864,9.41,0.13965,,,2,HOLD
Oswal Greentech Limited,OSWALGREEN.NS,"['Low debt', 'Slow revenue growth']","['Stock may be overvalued', 'Weak profitability']",96.44118,0.34,0.00482,0.203,0.12,0,SELL
Oswal Pumps Limited,OSWALPUMPS.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']",63.286713,8.58,,8.278,0.739,-2,SELL
ShreeOswal Seeds And Chemicals Limited,OSWALSEEDS.NS,['High profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']",50.46154,0.39,0.23365,97.461,-0.417,-2,SELL
Pace Digitek Limited,PACEDIGITK.NS,['Fair valuation'],"['ROE data missing', 'High debt risk', 'Declining revenues']",15.53629,12.4,,11.33,-0.37,-3,SELL
Page Industries Limited,PAGEIND.NS,"['High profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']",53.278988,684.51,0.5272,19.029,0.036,-1,SELL
Paisalo Digital Limited,PAISALO.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk'],15.182609,2.3,0.13441,226.216,0.131,-1,SELL
PAKKA LIMITED,PAKKA.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",64.208336,1.68,0.02231,66.419,-0.313,-5,SELL
Palash Securities Limited,PALASHSECU.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-11.01,-0.028080001,6.863,0.62,-2,SELL
Palred Technologies Limited,PALREDTEC.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-7.32,-0.24832001,140.117,-0.166,-4,SELL
Panacea Biotec Limited,PANACEABIO.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-1.19,-0.00921,2.786,-0.042,-4,SELL
Panache Digilife Limited,PANACHE.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",74.29545,4.4,0.100080006,40.16,0.665,-2,SELL
Panama Petrochem Limited,PANAMAPET.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']",9.272874,31.15,0.14985,2.327,0.106,1,SELL
Pansari Developers Limited,PANSARI.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",50.432297,6.13,0.09664,47.606,1.912,-3,SELL
Par Drugs And Chemicals Limited,PAR.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'Debt data missing', 'Declining revenues']",13.2017765,7.88,0.095340006,,-0.173,0,SELL
Paramount Communications Limited,PARACABLES.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],16.347279,2.39,0.10262,13.638,0.203,-1,SELL
Paradeep Phosphates Limited,PARADEEP.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],15.278579,10.41,0.18238,87.038,0.788,-1,SELL
Parag Milk Foods Limited,PARAGMILK.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],26.86747,10.79,0.12513,45.112,0.157,-1,SELL
Paras Defence and Space Technologies Limited,PARAS.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",80.09747,8.72,0.1204,8.394,0.214,-2,SELL
Paras Petrofils Limited,PARASPETRO.NS,[],"['PE data missing', 'Weak profitability', 'Debt data missing', 'Revenue growth data missing']",,-0.01,0.00092,,,-1,SELL
Park Medi World Limited,PARKHOSPS.NS,"['Fair valuation', 'Strong revenue growth']","['ROE data missing', 'High debt risk']",27.292683,5.33,,58.033,0.169,-1,SELL
Apeejay Surrendra Park Hotels Limited,PARKHOTELS.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",32.33654,4.16,0.06985,23.441,0.168,-3,SELL
Parsvnath Developers Limited,PARSVNATH.NS,['Slow revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']",,-7.57,,,0.147,1,SELL
Pashupati Cotspin Limited,PASHUPATI.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",98.238495,8.26,0.09034,56.803,0.271,-3,SELL
Pasupati Acrylon Limited,PASUPTAC.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']",12.328798,4.41,0.10859,28.845,1.252,1,SELL
Patanjali Foods Limited,PATANJALI.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",41.626045,13.13,0.12432,23.903,0.202,-2,SELL
Patel Engineering Limited,PATELENG.NS,"['Low valuation', 'Slow revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']",9.869127,2.98,0.07229,39.667,0.029,-1,SELL
Patel Retail Limited,PATELRMART.NS,"['Fair valuation', 'Slow revenue growth']","['ROE data missing', 'High debt risk']",22.414742,9.09,,33.682,0.139,-1,SELL
Patel Integrated Logistics Limited,PATINTLOG.NS,"['Low valuation', 'Slow revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']",12.070176,1.14,0.06554,10.698,0.118,0,SELL
Paushak Limited,PAUSHAKLTD.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",32.133945,18.44,0.09927,12.493,0.026,-4,SELL
Pavna Industries Limited,PAVNAIND.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-4.08,0.0168,36.865,-0.114,-4,SELL
One 97 Communications Limited,PAYTM.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-9.54,-0.04086,1.045,0.242,-2,SELL
PCBL Chemical Limited,PCBL.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",33.070652,9.2,0.09061,135.218,0.0,-4,SELL
PC Jeweller Limited,PCJEWELLER.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],28.12121,0.33,0.11517,22.029,0.634,-1,SELL
