Company,Ticker,Strengths,Risks
Mallcom (India) Limited,MALLCOM.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
Malu Paper Mills Limited,MALUPAPER.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Declining revenues']"
Mamata Machinery Limited,MAMATA.NS,"['Fair valuation', 'High profitability', 'Strong revenue growth']",['High debt risk']
Manaksia Aluminium Company Limited,MANAKALUCO.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']"
Manaksia Coated Metals & Industries Limited,MANAKCOAT.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Manaksia Limited,MANAKSIA.NS,"['Low valuation', 'Slow revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']"
Manaksia Steels Limited,MANAKSTEEL.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']"
Manali Petrochemicals Limited,MANALIPETC.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Manappuram Finance Limited,MANAPPURAM.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Manba Finance Limited,MANBA.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk']
Mangal Credit and Fincorp Limited,MANCREDIT.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']"
Mangalam Drugs And Organics Limited,MANGALAM.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Mangalam Cement Limited,MANGLMCEM.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Man Industries (India) Limited,MANINDS.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Man Infraconstruction Limited,MANINFRA.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']"
Mankind Pharma Limited,MANKIND.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Manomay Tex India Limited,MANOMAY.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']"
Manorama Industries Limited,MANORAMA.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Mangalam Organics Limited,MANORG.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Manugraph India Limited,MANUGRAPH.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Vedant Fashions Limited,MANYAVAR.NS,['High profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']"
C.E. Info Systems Limited,MAPMYINDIA.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Maral Overseas Limited,MARALOVER.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Marathon Nextgen Realty Limited,MARATHON.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']"
Marico Limited,MARICO.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Marine Electricals (India) Limited,MARINE.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Markolines Pavement Technologies Limited,MARKOLINES.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']"
Marksans Pharma Limited,MARKSANS.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk']
Maruti Suzuki India Limited,MARUTI.NS,"['Average profitability', 'Low debt', 'Slow revenue growth']",['Stock may be overvalued']
MAS Financial Services Limited,MASFIN.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Mask Investments Limited,MASKINVEST.NS,[],"['PE data missing', 'Weak profitability', 'Moderate debt level', 'Declining revenues']"
Mastek Limited,MASTEK.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk']
Master Trust Limited,MASTERTR.NS,['Low valuation'],"['Stock appears undervalued', 'ROE data missing', 'Debt data missing', 'Declining revenues']"
Matrimony.Com Limited,MATRIMONY.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']"
Mawana Sugars Limited,MAWANASUG.NS,"['Low valuation', 'High profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
Max Estates Limited,MAXESTATES.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Max Healthcare Institute Limited,MAXHEALTH.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Max India Limited,MAXIND.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Mayur Uniquoters Ltd,MAYURUNIQ.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'Moderate debt level']"
Mazda Limited,MAZDA.NS,"['Fair valuation', 'Average profitability']","['Debt data missing', 'Declining revenues']"
Mazagon Dock Shipbuilders Limited,MAZDOCK.NS,"['High profitability', 'Low debt', 'Slow revenue growth']",['Stock may be overvalued']
Madhya Bharat Agro Products Limited,MBAPL.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
M & B Engineering Limited,MBEL.NS,"['Fair valuation', 'Strong revenue growth']","['ROE data missing', 'High debt risk']"
MBL Infrastructure Limited,MBLINFRA.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Madhav Copper Limited,MCL.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Mcleod Russel India Limited,MCLEODRUSS.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Magellanic Cloud Limited,MCLOUD.NS,"['Low valuation', 'High profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
Multi Commodity Exchange of India Limited,MCX.NS,"['High profitability', 'Low debt', 'Strong revenue growth']",['Stock may be overvalued']
Global Health Limited,MEDANTA.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Medi Assist Healthcare Services Limited,MEDIASSIST.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Medicamen Biotech Limited,MEDICAMEQ.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Medico Remedies Limited,MEDICO.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Medplus Health Services Limited,MEDPLUS.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Meesho Limited,MEESHO.NS,['Strong revenue growth'],"['PE data missing', 'ROE data missing', 'High debt risk']"
Megasoft Limited,MEGASOFT.NS,"['Low valuation', 'High profitability']","['Stock appears undervalued', 'High debt risk', 'Revenue growth data missing']"
Megastar Foods Limited,MEGASTAR.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Mangal Electrical Industries Limited,MEIL.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Menon Bearings Limited,MENONBE.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk']
MEP Infrastructure Developers Limited,MEP.NS,['Strong revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']"
Metro Brands Limited,METROBRAND.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Metropolis Healthcare Limited,METROPOLIS.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Mahalaxmi Fabric Mills Limited,MFML.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Max Financial Services Limited,MFSL.NS,['Slow revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']"
Mangalam Global Enterprise Limited,MGEL.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']"
Mahanagar Gas Limited,MGL.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
Mahalaxmi Rubtech Limited,MHLXMIRU.NS,"['Low valuation', 'High profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']"
Mahindra Holidays & Resorts India Limited,MHRIL.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
MIC Electronics Limited,MICEL.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Mishra Dhatu Nigam Limited,MIDHANI.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Midwest Limited,MIDWESTLTD.NS,['Slow revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']"
Minda Corporation Limited,MINDACORP.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Mindteck (India) Limited,MINDTECK.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']"
MIRC Electronics Limited,MIRCELECTR.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Mirza International Limited,MIRZAINT.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
MITCON Consultancy & Engineering Services Limited,MITCON.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Mittal Life Style Limited,MITTAL.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
M K Proteins Limited,MKPL.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']"
MM Forgings Limited,MMFL.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']"
MMP Industries Limited,MMP.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']"
MMTC Limited,MMTC.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']"
One Mobikwik Systems Limited,MOBIKWIK.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Modi Naturals Limited,MODINATUR.NS,"['Low valuation', 'High profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
Modi Rubber Limited,MODIRUBBER.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']"
Modis Navnirman Limited,MODIS.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
MODISON LIMITED,MODISONLTD.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']"
Modern Threads (India) Limited,MODTHREAD.NS,['Fair valuation'],"['ROE data missing', 'Debt data missing', 'Revenue growth data missing']"
Mohit Industries Limited,MOHITIND.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
MOIL Limited,MOIL.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['Debt data missing']
Moksh Ornaments Limited,MOKSH.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Meghmani Organics Limited,MOL.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Mold-Tek Technologies Limited,MOLDTECH.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Mold-Tek Packaging Limited,MOLDTKPAC.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk']
Monarch Networth Capital Limited,MONARCH.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']"
Moneyboxx Finance Limited,MONEYBOXX.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Monte Carlo Fashions Limited,MONTECARLO.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk']
Morepen Laboratories Limited,MOREPENLAB.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']"
Moschip Technologies Limited,MOSCHIP.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Samvardhana Motherson International Limited,MOTHERSON.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Motilal Oswal Financial Services Limited,MOTILALOFS.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']"
Motisons Jewellers Limited,MOTISONS.NS,['Average profitability'],"['PE data missing', 'High debt risk', 'Declining revenues']"
The Motor & General Finance Limited,MOTOGENFIN.NS,['Low debt'],"['Stock may be overvalued', 'Weak profitability', 'Declining revenues']"
MphasiS Limited,MPHASIS.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
MPS Limited,MPSLTD.NS,"['Fair valuation', 'High profitability', 'Slow revenue growth']",['High debt risk']
MRF Limited,MRF.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Mangalore Refinery and Petrochemicals Limited,MRPL.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']"
MSP Steel & Power Limited,MSPL.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Mstc Limited,MSTCLTD.NS,"['Low valuation', 'High profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']"
Motherson Sumi Wiring India Limited,MSUMI.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Mtar Technologies Limited,MTARTECH.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
MT Educare Limited,MTEDUCARE.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'Debt data missing']"
Mahanagar Telephone Nigam Limited,MTNL.NS,['Slow revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']"
Mufin Green Finance Limited,MUFIN.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Credo Brands Marketing Limited,MUFTI.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']"
Mukand Limited,MUKANDLTD.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']"
Mukka Proteins Limited,MUKKA.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Mukta Arts Limited,MUKTAARTS.NS,['Slow revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']"
Munjal Auto Industries Limited,MUNJALAU.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Munjal Showa Limited,MUNJALSHOW.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'Debt data missing']"
Murudeshwar Ceramics Limited,MURUDCERA.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Muthoot Capital Services Limited,MUTHOOTCAP.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']"
